2017-01-01,5
2017-01-02,70
2017-01-03,63
2017-01-04,21
2017-01-05,91
2017-01-06,81
2017-01-07,26
2017-01-08,70
2017-01-09,13
2017-01-10,80
2017-01-11,53
2017-01-12,55
2017-01-13,39
2017-01-14,63
2017-01-15,82
2017-01-16,77
2017-01-17,6
2017-01-18,29
2017-01-19,61
2017-01-20,71
2017-01-21,9
2017-01-22,79
2017-01-23,31
2017-01-24,35
2017-01-25,95
2017-01-26,42
2017-01-27,100
2017-01-28,44
2017-01-29,84
2017-01-30,82
2017-01-31,75
2017-02-01,46
2017-02-02,46
2017-02-03,91
2017-02-04,29
2017-02-05,46
2017-02-06,50
2017-02-07,24
2017-02-08,74
2017-02-09,66
2017-02-10,98
2017-02-11,48
2017-02-12,57
2017-02-13,73
2017-02-14,76
2017-02-15,52
2017-02-16,52
2017-02-17,53
2017-02-18,73
2017-02-19,28
2017-02-20,28
2017-02-21,30
2017-02-22,47
2017-02-23,80
2017-02-24,99
2017-02-25,54
2017-02-26,45
2017-02-27,44
2017-02-28,36
2017-03-01,6
2017-03-02,3
2017-03-03,84
2017-03-04,26
2017-03-05,53
2017-03-06,99
2017-03-07,19
2017-03-08,80
2017-03-09,63
2017-03-10,52
2017-03-11,62
2017-03-12,43
2017-03-13,44
2017-03-14,70
2017-03-15,81
2017-03-16,4
2017-03-17,78
2017-03-18,53
2017-03-19,26
2017-03-20,69
2017-03-21,51
2017-03-22,38
2017-03-23,6
2017-03-24,57
2017-03-25,37
2017-03-26,36
2017-03-27,1
2017-03-28,3
2017-03-29,7
2017-03-30,68
2017-03-31,49
2017-04-01,81
2017-04-02,35
2017-04-03,21
2017-04-04,77
2017-04-05,39
2017-04-06,67
2017-04-07,71
2017-04-08,23
2017-04-09,64
2017-04-10,90
